800	346.41	850	433.013	175	
800	519.615	850	606.218	176	
800	692.82	850	779.423	177	
800	866.025	850	952.628	178	
800	1039.23	850	1125.83	179	
800	1212.44	850	1299.04	180	
800	1385.64	850	1472.24	181	
800	1558.85	850	1645.45	182	
800	1732.05	850	1818.65	183	
850	86.6025	950	86.6025	184	
850	259.808	950	259.808	185	
850	433.013	950	433.013	186	
850	606.218	950	606.218	187	
850	779.423	950	779.423	188	
850	952.628	950	952.628	189	
850	1125.83	950	1125.83	190	
850	1299.04	950	1299.04	191	
850	1472.24	950	1472.24	192	
850	1645.45	950	1645.45	193	
850	1818.65	950	1818.65	194	
950	86.6025	1000	173.205	195	
950	259.808	1000	346.41	196	
950	433.013	1000	519.615	197	
950	606.218	1000	692.82	198	
950	779.423	1000	866.025	199	
950	952.628	1000	1039.23	200	
950	1125.83	1000	1212.44	201	
950	1299.04	1000	1385.64	202	
950	1472.24	1000	1558.85	203	
950	1645.45	1000	1732.05	204	
950	259.808	1000	173.205	205	
950	433.013	1000	346.41	206	
950	606.218	1000	519.615	207	
950	779.423	1000	692.82	208	
950	952.628	1000	866.025	209	
950	1125.83	1000	1039.23	210	
950	1299.04	1000	1212.44	211	
950	1472.24	1000	1385.64	212	
950	1645.45	1000	1558.85	213	
950	1818.65	1000	1732.05	214	
1000	173.205	1100	173.205	215	
1000	346.41	1100	346.41	216	
1000	519.615	1100	519.615	217	
1000	692.82	1100	692.82	218	
1000	866.025	1100	866.025	219	
1000	1039.23	1100	1039.23	220	
1000	1212.44	1100	1212.44	221	
1000	1385.64	1100	1385.64	222	
1000	1558.85	1100	1558.85	223	
1000	1732.05	1100	1732.05	224	
1100	173.205	1150	86.6025	225	
1100	346.41	1150	259.808	226	
1100	519.615	1150	433.013	227	
1100	692.82	1150	606.218	228	
1100	866.025	1150	779.423	229	
1100	1039.23	1150	952.628	230	
1100	1212.44	1150	1125.83	231	
1100	1385.64	1150	1299.04	232	
1100	1558.85	1150	1472.24	233	
1100	1732.05	1150	1645.45	234	
1100	173.205	1150	259.808	235	
1100	346.41	1150	433.013	236	
1100	519.615	1150	606.218	237	
1100	692.82	1150	779.423	238	
1100	866.025	1150	952.628	239	
1100	1039.23	1150	1125.83	240	
1100	1212.44	1150	1299.04	241	
1100	1385.64	1150	1472.24	242	
1100	1558.85	1150	1645.45	243	
1100	1732.05	1150	1818.65	244	
1150	86.6025	1250	86.6025	245	
1150	259.808	1250	259.808	246	
1150	433.013	1250	433.013	247	
1150	606.218	1250	606.218	248	
1150	779.423	1250	779.423	249	
1150	952.628	1250	952.628	250	
1150	1125.83	1250	1125.83	251	
1150	1299.04	1250	1299.04	252	
1150	1472.24	1250	1472.24	253	
1150	1645.45	1250	1645.45	254	
1150	1818.65	1250	1818.65	255	
1250	86.6025	1300	173.205	256	
1250	259.808	1300	346.41	257	
1250	433.013	1300	519.615	258	
1250	606.218	1300	692.82	259	
1250	779.423	1300	866.025	260	
1250	952.628	1300	1039.23	261	
1250	1125.83	1300	1212.44	262	
1250	1299.04	1300	1385.64	263	
1250	1472.24	1300	1558.85	264	
1250	1645.45	1300	1732.05	265	
1250	259.808	1300	173.205	266	
1250	433.013	1300	346.41	267	
1250	606.218	1300	519.615	268	
1250	779.423	1300	692.82	269	
1250	952.628	1300	866.025	270	
1250	1125.83	1300	1039.23	271	
1250	1299.04	1300	1212.44	272	
1250	1472.24	1300	1385.64	273	
1250	1645.45	1300	1558.85	274	
1250	1818.65	1300	1732.05	275	
1300	173.205	1400	173.205	276	
1300	346.41	1400	346.41	277	
1300	519.615	1400	519.615	278	
1300	692.82	1400	692.82	279	
1300	866.025	1400	866.025	280	
1300	1039.23	1400	1039.23	281	
1300	1212.44	1400	1212.44	282	
1300	1385.64	1400	1385.64	283	
1300	1558.85	1400	1558.85	284	
1300	1732.05	1400	1732.05	285	
1400	173.205	1450	86.6025	286	
1400	346.41	1450	259.808	287	
1400	519.615	1450	433.013	288	
1400	692.82	1450	606.218	289	
1400	866.025	1450	779.423	290	
1400	1039.23	1450	952.628	291	
1400	1212.44	1450	1125.83	292	
1400	1385.64	1450	1299.04	293	
1400	1558.85	1450	1472.24	294	
1400	1732.05	1450	1645.45	295	
1400	173.205	1450	259.808	296	
1400	346.41	1450	433.013	297	
1400	519.615	1450	606.218	298	
1400	692.82	1450	779.423	299	
1400	866.025	1450	952.628	300	
1400	1039.23	1450	1125.83	301	
1400	1212.44	1450	1299.04	302	
1400	1385.64	1450	1472.24	303	
1400	1558.85	1450	1645.45	304	
1400	1732.05	1450	1818.65	305	
1450	86.6025	1550	86.6025	306	
1450	259.808	1550	259.808	307	
1450	433.013	1550	433.013	308	
1450	606.218	1550	606.218	309	
1450	779.423	1550	779.423	310	
1450	952.628	1550	952.628	311	
1450	1125.83	1550	1125.83	312	
1450	1299.04	1550	1299.04	313	
1450	1472.24	1550	1472.24	314	
1450	1645.45	1550	1645.45	315	
1450	1818.65	1550	1818.65	316	
1550	86.6025	1600	173.205	317	
1550	259.808	1600	346.41	318	
1550	433.013	1600	519.615	319	
1550	606.218	1600	692.82	320	
1550	779.423	1600	866.025	321	
1550	952.628	1600	1039.23	322	
1550	1125.83	1600	1212.44	323	
1550	1299.04	1600	1385.64	324	
1550	1472.24	1600	1558.85	325	
1550	1645.45	1600	1732.05	326	
1550	259.808	1600	173.205	327	
1550	433.013	1600	346.41	328	
1550	606.218	1600	519.615	329	
1550	779.423	1600	692.82	330	
1550	952.628	1600	866.025	331	
1550	1125.83	1600	1039.23	332	
1550	1299.04	1600	1212.44	333	
1550	1472.24	1600	1385.64	334	
1550	1645.45	1600	1558.85	335	
1550	1818.65	1600	1732.05	336	
1600	173.205	1700	173.205	337	
1600	346.41	1700	346.41	338	
1600	519.615	1700	519.615	339	
1600	692.82	1700	692.82	340	
1600	866.025	1700	866.025	341	
1600	1039.23	1700	1039.23	342	
1600	1212.44	1700	1212.44	343	
1600	1385.64	1700	1385.64	344	
1600	1558.85	1700	1558.85	345	
1600	1732.05	1700	1732.05	346	
1700	173.205	1750	86.6025	347	
